nama_produk,product_id,shop_id,terjual_bulanan,total_terjual,total_disukai,total_kunjungan,category_id,total_review,diskon,total_rating,star_seller,shopee_mall,supermarket,gratis_ongkir,kategori_1,kategori_2,foto_produk,tipe_toko,kota,harga,url,omzet,omzet_bulanan,rating,rate_5,rate_1,real_order_percentage,bad_product_indicator,marketplace,timestamp
Porto - Sepatu Wanita Wedges Terbaru Korea Casual Nyaman dan Berkualitas Porto Lady Original BCH,3509814087,202813013,1643,20330,26776,83965,100532,11952,76,"[11952, 44, 32, 234, 1561, 10081]",False,True,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/9efb69a4124232b0aba7709258bf7a3d_tn,Shopee Mall,Kota Jakarta Utara,28999,https://shopee.co.id/porto-sepatu-wanita-wedges-terbaru-korea-casual-nyaman-dan-berkualitas-porto-lady-original-bch-i.202813013.3509814087,589549670,47645357,4.8,10081,44,0.5878996557,0.003681392236,shopee,2021-10-22 0:00:00
Porto - Sepatu Wanita Wedges Cantik Casual Selop Nyaman Terbaru SYS,8765416335,202813013,568,2180,2679,61935,100532,1203,71,"[1203, 1, 4, 17, 161, 1020]",False,True,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/df99d12a33d27b6d84ee1e1bd0a29012_tn,Shopee Mall,Kota Jakarta Utara,39999,https://shopee.co.id/porto-sepatu-wanita-wedges-cantik-casual-selop-nyaman-terbaru-sys-i.202813013.8765416335,87197820,22719432,4.8,1020,1,0.5518348624,0.0008312551953,shopee,2021-10-22 0:00:00
Keds Sepatu Wanita Triple Leather White WH55748,5417952094,230979738,74,622,2034,9093,100532,360,20,"[360, 1, 0, 6, 38, 315]",False,True,False,False,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/88cd7ed12f746ad72adf323295e03e49_tn,Shopee Mall,Kota Jakarta Timur,879200,https://shopee.co.id/keds-sepatu-wanita-triple-leather-white-wh55748-i.230979738.5417952094,546862400,65060800,4.8,315,1,0.578778135,0.002777777778,shopee,2021-10-22 0:00:00
Keds Sepatu Wanita Tiebreak Leather White WH57616,5517951918,230979738,69,336,1834,7930,100532,201,20,"[201, 1, 0, 1, 13, 186]",False,True,False,False,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/a49468b6a70edcb67c2b724f99cc2020_tn,Shopee Mall,Kota Jakarta Timur,879200,https://shopee.co.id/keds-sepatu-wanita-tiebreak-leather-white-wh57616-i.230979738.5517951918,295411200,60664800,4.9,186,1,0.5982142857,0.004975124378,shopee,2021-10-22 0:00:00
Keds Sepatu Wanita Triple Kick Leather White WH57310,4117951936,230979738,38,428,2052,8299,100532,254,20,"[254, 4, 2, 1, 19, 228]",False,True,False,False,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/fdb47972c947cc8806c0b37e2be5275d_tn,Shopee Mall,Kota Jakarta Timur,879200,https://shopee.co.id/keds-sepatu-wanita-triple-kick-leather-white-wh57310-i.230979738.4117951936,376297600,33409600,4.8,228,4,0.5934579439,0.0157480315,shopee,2021-10-22 0:00:00
10.10 SALE - BOOTS WANITA ZIPER YKS TERMURAH RD 13,937659925,37573766,683,27624,32316,66989,100532,13645,18,"[13646, 123, 107, 521, 2010, 10885]",True,False,False,True,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/cab5cdc865ad2597d03aea3ed6fea2b7_tn,Shopee Star Seller,Kab. Bogor,27900,https://shopee.co.id/10-10-sale-boots-wanita-ziper-yks-termurah-rd-13-i.37573766.937659925,770709600,19055700,4.7,10885,123,0.4939545323,0.009014290949,shopee,2021-10-22 0:00:00
Acc Karet kaki pdl,2395812052,898904,372,5867,82,791,100532,233,0,"[233, 0, 0, 0, 20, 213]",True,False,False,True,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/e3871dd8cd335d9b32984c2b00d3dfd2_tn,Shopee Star Seller,Kota Jakarta Pusat,1750,https://shopee.co.id/acc-karet-kaki-pdl-i.898904.2395812052,10267250,651000,4.9,213,0,0.03971365263,0,shopee,2021-10-22 0:00:00
Sepatu Boots Flat Model Ankle Hidden Daisy TANDA TANGAN Bahan Kanvas Fashion untuk Wanita Import,9565089771,359800324,349,682,1567,19711,100532,346,35,"[346, 1, 3, 13, 36, 293]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/e4afaa6e8c88fd4c2a0334bbc5f6b134_tn,Shopee Star Seller,Kota Tangerang,78000,https://shopee.co.id/sepatu-boots-flat-model-ankle-hidden-daisy-tanda-tangan-bahan-kanvas-fashion-untuk-wanita-import-i.359800324.9565089771,53196000,27222000,4.8,293,1,0.5073313783,0.00289017341,shopee,2021-10-22 0:00:00
SEPATU PANTOFEL WANITA PANTOFEL CEWEK SEPATU PASKIB WARNA HITAM,4051754184,192765288,348,6829,1037,14523,100532,858,32,"[858, 1, 2, 17, 117, 721]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/85455229448723a13c511cd9514c0b4b_tn,Shopee Star Seller,Kab. Mojokerto,34000,https://shopee.co.id/sepatu-pantofel-wanita-pantofel-cewek-sepatu-paskib-warna-hitam-i.192765288.4051754184,232186000,11832000,4.8,721,1,0.1256406502,0.001165501166,shopee,2021-10-22 0:00:00
ERASMAS 02C 7cm Sepatu Kerja Wanita Sepatu Formal Wanita Sepatu Kantor Wanita Sepatu Pantofel Wanita,1566629021,91282564,309,1962,1799,15499,100532,1121,5,"[1121, 2, 2, 15, 91, 1011]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/741825d6472179c5f758bd81bdd61028_tn,Shopee Star Seller,Kota Bandung,109250,https://shopee.co.id/erasmas-02c-7cm-sepatu-kerja-wanita-sepatu-formal-wanita-sepatu-kantor-wanita-sepatu-pantofel-wanita-i.91282564.1566629021,214348500,33758250,4.9,1011,2,0.5713557594,0.00178412132,shopee,2021-10-22 0:00:00
Sepatu Boots Flat Model Ankle Hidden TEDDY BEAR Bahan Kanvas Fashion untuk Wanita Import,8565080555,359800324,290,606,1325,13196,100532,261,35,"[261, 0, 0, 5, 28, 228]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/3c09f86d8809c64854611a578ccc3e6c_tn,Shopee Star Seller,Kota Tangerang,78000,https://shopee.co.id/sepatu-boots-flat-model-ankle-hidden-teddy-bear-bahan-kanvas-fashion-untuk-wanita-import-i.359800324.8565080555,47268000,22620000,4.9,228,0,0.4306930693,0,shopee,2021-10-22 0:00:00
ERASMAS B3 1 cm Sepatu Kerja Wanita Sepatu Formal Wanita Sepatu Kantor Wanita Sepatu Pantofel Wanita,2893855430,91282564,242,1032,818,10242,100532,552,5,"[553, 3, 1, 11, 69, 469]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/57b091884ed9a66c97aa544ee7fc368c_tn,Shopee Star Seller,Kota Bandung,109250,https://shopee.co.id/erasmas-b3-1-cm-sepatu-kerja-wanita-sepatu-formal-wanita-sepatu-kantor-wanita-sepatu-pantofel-wanita-i.91282564.2893855430,112746000,26438500,4.8,469,3,0.5348837209,0.005434782609,shopee,2021-10-22 0:00:00
FREE KOTAK SEPATU !!! 10.10 SALE!!! COD ORIGINAL SEPATU BOOTS WANITA MARGO IMPORT PREMIUM MARTIN BOOTS,10523441910,184938359,242,335,818,14785,100532,173,0,"[173, 1, 0, 4, 16, 152]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/8014f11a19404ea6a890dc028684d3dd_tn,Shopee Star Seller,Kota Jakarta Barat,159000,https://shopee.co.id/free-kotak-sepatu-10-10-sale-cod-original-sepatu-boots-wanita-margo-import-premium-martin-boots-i.184938359.10523441910,53265000,38478000,4.8,152,1,0.5164179104,0.005780346821,shopee,2021-10-22 0:00:00
LUXUS Lizzy Sepatu Wanita Boot Trending Import LXd01,11123641197,89563898,239,416,1851,21946,100532,227,11,"[227, 1, 0, 4, 18, 204]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/b53703efe5cc1114bb7ce9cb5cdabe67_tn,Shopee Star Seller,Kota Tangerang,142499,https://shopee.co.id/luxus-lizzy-sepatu-wanita-boot-trending-import-lxd01-i.89563898.11123641197,59279584,34057261,4.9,204,1,0.5456730769,0.004405286344,shopee,2021-10-22 0:00:00
AP Boots Pendek Kecil 2005 Green Hijau Glossy Mengkilap/Sepatu Boots Karet AP 2005 Green by AP Boots,3150860870,114020197,238,5149,1588,5023,100532,2679,0,"[2679, 4, 2, 22, 224, 2427]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/b0089e07c35088be001469941228fb04_tn,Shopee Star Seller,Kota Jakarta Utara,50000,https://shopee.co.id/ap-boots-pendek-kecil-2005-green-hijau-glossy-mengkilap-sepatu-boots-karet-ap-2005-green-by-ap-boots-i.114020197.3150860870,257450000,11900000,4.9,2427,4,0.520295203,0.001493094438,shopee,2021-10-22 0:00:00
COD Boots Wanita Doble Busa High Quality Kulit Heels 5cm PSA02 | PSA 02,5915629478,24456198,235,3152,5569,15336,100532,1791,54,"[1791, 4, 5, 23, 218, 1541]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/f4e1d18e2ed3cee4b6a31aa5bc990e91_tn,Shopee Star Seller,Kab. Bogor,89900,https://shopee.co.id/cod-boots-wanita-doble-busa-high-quality-kulit-heels-5cm-psa02-psa-02-i.24456198.5915629478,283364800,21126500,4.8,1541,4,0.5682106599,0.002233389168,shopee,2021-10-22 0:00:00
DFC SEPATU BOOTS WANITA HIGH HEELS - Boots & Ankle Boots Hak,302654327,19327898,216,9308,12152,9221,100532,4663,72,"[4644, 37, 52, 193, 734, 3628]",True,False,False,True,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/5e6edae609b2fc7844798d3c3a9f7611_tn,Shopee Star Seller,Kab. Bogor,33600,https://shopee.co.id/dfc-sepatu-boots-wanita-high-heels-boots-ankle-boots-hak-i.19327898.302654327,312748800,7257600,4.7,3628,37,0.5009669102,0.007934805919,shopee,2021-10-22 0:00:00
Sepatu Karet Pantofel Wanita Yumeida F085,2690929998,72256032,199,2952,572,4124,100532,1035,60,"[1035, 0, 0, 9, 89, 937]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/404fe465625cacbb271e78e4a5879451_tn,Shopee Star Seller,Kab. Tangerang,14000,https://shopee.co.id/sepatu-karet-pantofel-wanita-yumeida-f085-i.72256032.2690929998,41328000,2786000,4.9,937,0,0.3506097561,0,shopee,2021-10-22 0:00:00
DS SEPATU WANITA BOOTS KOBOY,5813975787,157967403,183,319,814,15123,100532,151,30,"[151, 0, 2, 7, 32, 110]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/34019a3daa3e03f2f1de66d67704bd08_tn,Shopee Star Seller,Kab. Bogor,35000,https://shopee.co.id/ds-sepatu-wanita-boots-koboy-i.157967403.5813975787,11165000,6405000,4.7,110,0,0.473354232,0,shopee,2021-10-22 0:00:00
DS SEPATU BOOT KOREA STYLE HITAM,1749383097,69099009,178,4435,10565,19280,100532,2504,37,"[2504, 6, 10, 57, 327, 2104]",True,False,False,True,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/7cd9e1df1f55b84e3d912d6bf2117806_tn,Shopee Star Seller,Kab. Bogor,38000,https://shopee.co.id/ds-sepatu-boot-korea-style-hitam-i.69099009.1749383097,168530000,6764000,4.8,2104,6,0.5645997745,0.002396166134,shopee,2021-10-22 0:00:00
Sepatu Boots Wanita Cewek Korea Boot Cewe Hiking Import  Kekinian Wanita Murah Keren Terbaru Batam D,5879263228,229217873,175,877,1239,1600,100532,57,0,"[57, 0, 0, 0, 5, 52]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/729c4382d483162173d02cae4b3e6d83_tn,Shopee Star Seller,Kota Bogor,85000,https://shopee.co.id/sepatu-boots-wanita-cewek-korea-boot-cewe-hiking-import-kekinian-wanita-murah-keren-terbaru-batam-d-i.229217873.5879263228,74545000,14875000,4.9,52,0,0.06499429875,0,shopee,2021-10-22 0:00:00
SEPATU BOOTS HEELS WANITA TRENDY-SEPATU BOOTS ZIPPER-SEPATU BOOTS WANITA TERLARIS JF 51 PUTIH,8717603682,392471742,174,373,1706,18438,100532,203,10,"[203, 1, 2, 13, 42, 145]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/1704205039c4363e61bd3bac381bc2a3_tn,Shopee Star Seller,Kab. Bogor,34650,https://shopee.co.id/sepatu-boots-heels-wanita-trendy-sepatu-boots-zipper-sepatu-boots-wanita-terlaris-jf-51-putih-i.392471742.8717603682,12924450,6029100,4.6,145,1,0.5442359249,0.004926108374,shopee,2021-10-22 0:00:00
GRATIS KAOS KAKI. Sepatu cewek nike terbaru. Sepatu nike zumba. Sepatu nike erobic senam TERLARIS,3802328455,170070037,166,2603,1997,13244,100532,1125,31,"[1125, 11, 5, 57, 166, 886]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/f8c6605be710e125821b558ab5473d71_tn,Shopee Star Seller,Kab. Tangerang,116800,https://shopee.co.id/gratis-kaos-kaki-sepatu-cewek-nike-terbaru-sepatu-nike-zumba-sepatu-nike-erobic-senam-terlaris-i.170070037.3802328455,304030400,19388800,4.7,886,11,0.4321936227,0.009777777778,shopee,2021-10-22 0:00:00
"Sepatu karet att pso 159 - sepatu slip on lubang"" pria",1820428716,80421882,146,1520,371,3326,100532,700,0,"[700, 1, 0, 7, 75, 617]",True,False,False,True,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/08b4244af0e13f270a7022433abc99dd_tn,Shopee Star Seller,Kab. Temanggung,26900,https://shopee.co.id/sepatu-karet-att-pso-159-sepatu-slip-on-lubang-pria-i.80421882.1820428716,40888000,3927400,4.9,617,1,0.4605263158,0.001428571429,shopee,2021-10-22 0:00:00
Bisa bayar ditempat/Sepatu docmart basic/sepatu wanita best seller,8614159455,384180546,137,465,1837,17643,100532,269,47,"[269, 1, 1, 4, 49, 214]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/e26484461033779fd9f8954a0672ae16_tn,Shopee Star Seller,Kota Bandung,63500,https://shopee.co.id/bisa-bayar-ditempat-sepatu-docmart-basic-sepatu-wanita-best-seller-i.384180546.8614159455,29527500,8699500,4.8,214,1,0.5784946237,0.003717472119,shopee,2021-10-22 0:00:00
Sepatu Boots Wanita / Sepatu Korea / Sepatu Heels Boots 5 cm / Sepatu Kulit Sintetis TINOCHI Bootie,8803251703,49030279,133,575,9788,44009,100532,306,0,"[306, 0, 0, 4, 19, 283]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/dae8895a2f502d3ccd5e3ba6f0b80bed_tn,Shopee Star Seller,Kota Cimahi,245000,https://shopee.co.id/sepatu-boots-wanita-sepatu-korea-sepatu-heels-boots-5-cm-sepatu-kulit-sintetis-tinochi-bootie-i.49030279.8803251703,140875000,32585000,4.9,283,0,0.532173913,0,shopee,2021-10-22 0:00:00
Sepatu Sneakers Wanita Casual Import Semi Boots Korea,11923960911,502266379,133,134,0,44,100532,2,0,"[2, 0, 0, 0, 0, 2]",True,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/0297640b344e41b682552fbc3f27d23b_tn,Shopee Star Seller,Kab. Bogor,65000,https://shopee.co.id/sepatu-sneakers-wanita-casual-import-semi-boots-korea-i.502266379.11923960911,8710000,8645000,5,2,0,0.01492537313,0,shopee,2021-10-22 0:00:00
Tali Sepatu Converse Klasik Pendek 70s,13712965091,48415027,3916,3922,8,925,100532,30,0,"[30, 0, 0, 0, 0, 30]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/ff6ac8cc469cf30b3cc338ce853c7e90_tn,Shopee Star Seller,Kab. Tangerang,4000,https://shopee.co.id/tali-sepatu-converse-klasik-pendek-70s-i.48415027.13712965091,15688000,15664000,5,30,0,0.007649158593,0,shopee,2021-10-22 0:00:00
SEPATU PRIA CASUAL CONVERSE ALLSTAR BOOTS HIGH GRADE ORIGINAL IMPORT,7814382464,140582312,3690,26504,14724,153659,100532,13319,50,"[13322, 86, 100, 497, 1960, 10679]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/1561faf39c76edb100c679ef9802b70c_tn,Shopee Star Seller,Kota Jakarta Barat,58000,https://shopee.co.id/sepatu-pria-casual-converse-allstar-boots-high-grade-original-import-i.140582312.7814382464,1537232000,214020000,4.7,10679,86,0.5025279203,0.006456941212,shopee,2021-10-22 0:00:00
Sepatu Wanita Sneakers Korea Wanita Wanwoo Sepatu Sneakers Tali,3879162874,166180785,3359,9308,5303,189645,100532,4229,54,"[4229, 23, 44, 234, 740, 3188]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/7cd966fcb6e7c0e665e0e46114923861_tn,Shopee Star Seller,Kab. Bogor,37000,https://shopee.co.id/sepatu-wanita-sneakers-korea-wanita-wanwoo-sepatu-sneakers-tali-i.166180785.3879162874,344396000,124283000,4.7,3188,23,0.4543403524,0.005438637976,shopee,2021-10-22 0:00:00
Hot Promo - Sepatu Kets Running Wanita / Sepatu Sneakers / Fashion,5010813814,50087776,3062,18614,5411,131652,100532,7758,69,"[7758, 149, 134, 658, 1471, 5346]",True,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/006941bfbe34bbbad5b0e1abcff98b45_tn,Shopee Star Seller,Kab. Bogor,29900,https://shopee.co.id/hot-promo-sepatu-kets-running-wanita-sepatu-sneakers-fashion-i.50087776.5010813814,556558600,91553800,4.5,5346,149,0.4167830665,0.01920598092,shopee,2021-10-22 0:00:00
