nama_produk,product_id,shop_id,terjual_bulanan,total_terjual,total_disukai,total_kunjungan,category_id,total_review,diskon,total_rating,star_seller,shopee_mall,supermarket,gratis_ongkir,kategori_1,kategori_2,foto_produk,tipe_toko,kota,harga,url,omzet,omzet_bulanan,rating,rate_5,rate_1,real_order_percentage,bad_product_indicator,marketplace,timestamp
SANDAL WANITA SPON TALI SILANG HANGDE,4620276088,55859819,2638,25548,4648,82394,100532,5120,69,"[5120, 84, 101, 417, 966, 3552]",False,False,False,False,Sepatu Wanita,Sandal,https://cf.shopee.co.id/file/a1b25acd280edaa3e7e4d6b49fe76005_tn,Shopee Regular Seller,Kab. Bogor,6250,https://shopee.co.id/sandal-wanita-spon-tali-silang-hangde-i.55859819.4620276088,159675000,16487500,4.5,3552,84,0.2004070769,0.01640625,shopee,2021-10-22 0:00:00
pesanan fix gratis ongkir gunakan vouchers gratis ongkir dari shopee,4952085476,270254990,2086,6001,420,14143,100532,2584,0,"[2584, 17, 19, 70, 278, 2200]",False,False,False,True,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/97df117ce90eb37463883d687cac80ba_tn,Shopee Regular Seller,Kab. Indragiri Hilir,90000,https://shopee.co.id/pesanan-fix-gratis-ongkir-gunakan-vouchers-gratis-ongkir-dari-shopee-i.270254990.4952085476,540090000,187740000,4.8,2200,17,0.4305949008,0.006578947368,shopee,2021-10-22 0:00:00
TALI SEPATU,4033787151,12092894,1996,14370,55,580,100532,156,0,"[156, 1, 0, 2, 10, 143]",False,False,False,False,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/0bf98e1d7975c7f8133282792c4209b7_tn,Shopee Regular Seller,Kab. Bandung,550,https://shopee.co.id/tali-sepatu-i.12092894.4033787151,7903500,1097800,4.9,143,1,0.0108559499,0.00641025641,shopee,2021-10-22 0:00:00
Kaos Kaki Pendek Ekonomis Wanita Motif,11125981468,479808385,791,804,14,2385,100532,94,0,"[94, 1, 0, 4, 6, 83]",False,False,False,False,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/1c5649bc868dfd2dca6bc426231afc70_tn,Shopee Regular Seller,Kab. Tulungagung,2980,https://shopee.co.id/kaos-kaki-pendek-ekonomis-wanita-motif-i.479808385.11125981468,2395920,2357180,4.8,83,1,0.1169154229,0.01063829787,shopee,2021-10-22 0:00:00
SENDAL.HER**S.TERBARU.FREE.BOX.1KG.MUAT.3PCS.INSOLE.STANDART .IMPORT.UKURAN.37.38.39.40,11905986576,367717598,762,3725,1895,37506,100532,727,0,"[727, 2, 2, 22, 80, 621]",False,False,False,False,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/ef2b9111ac3fab53290db913f923ed2e_tn,Shopee Regular Seller,Kab. Sukabumi,42500,https://shopee.co.id/sendal-her-s-terbaru-free-box-1kg-muat-3pcs-insole-standart-import-ukuran-37-38-39-40-i.367717598.11905986576,158312500,32385000,4.8,621,2,0.1951677852,0.002751031637,shopee,2021-10-22 0:00:00
TALI SEPATU GEPENG / PIPIH MURAH | UKURAN 120 CM,5971585978,212400172,747,2267,125,7723,100532,75,50,"[75, 1, 1, 4, 6, 63]",False,False,False,False,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/795881fb81b4cd698141d4af879db734_tn,Shopee Regular Seller,Kota Jakarta Timur,1000,https://shopee.co.id/tali-sepatu-gepeng-pipih-murah-ukuran-120-cm-i.212400172.5971585978,2267000,747000,4.7,63,1,0.03308337009,0.01333333333,shopee,2021-10-22 0:00:00
Docmart shoes simply realpict geser ready stock,1296048970,774886,136,2351,10019,7219,100532,1357,19,"[1357, 8, 7, 62, 181, 1099]",False,False,False,True,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/fee9ccd534e958365276e24d33db5264_tn,Shopee Regular Seller,Kota Bandung,51548,https://shopee.co.id/docmart-shoes-simply-realpict-geser-ready-stock-i.774886.1296048970,121189348,7010528,4.7,1099,8,0.577201191,0.005895357406,shopee,2021-10-22 0:00:00
RESTOCK Repetto loafer docmart glosi real pict geser,882884471,774886,129,1532,6207,8213,100532,758,19,"[756, 4, 7, 34, 134, 577]",False,False,False,True,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/3467dd09da4b004ed84eb1b63d20d407_tn,Shopee Regular Seller,Kota Bandung,51548,https://shopee.co.id/restock-repetto-loafer-docmart-glosi-real-pict-geser-i.774886.882884471,78971536,6649692,4.7,577,4,0.4947780679,0.005277044855,shopee,2021-10-22 0:00:00
Fenty docmart shoes,1618596422,774886,81,814,6119,12540,100532,460,19,"[460, 1, 5, 13, 55, 386]",False,False,False,True,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/4ff83973a9e0feeff567fc163c85b327_tn,Shopee Regular Seller,Kota Bandung,51548,https://shopee.co.id/fenty-docmart-shoes-i.774886.1618596422,41960072,4175388,4.8,386,1,0.5651105651,0.002173913043,shopee,2021-10-22 0:00:00
1 Pasang GANJALAN SEPATU PENGGANJAL SEPATU SHOE PAD INSOLE SEPATU - PAKET BANYAK BONUS,9624299230,816728,1473,6484,659,10441,100532,1676,0,"[1676, 16, 20, 81, 285, 1274]",False,False,False,False,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/0d68310c6ce5e4b99e823711ff739998_tn,Shopee Regular Seller,Kota Surabaya,4750,https://shopee.co.id/1-pasang-ganjalan-sepatu-pengganjal-sepatu-shoe-pad-insole-sepatu-paket-banyak-bonus-i.816728.9624299230,30799000,6996750,4.7,1274,16,0.2584824183,0.009546539379,shopee,2021-10-22 0:00:00
Insole Bantalan Sepatu - Pengganjal Ganjelan Sepatu Longgar Kebesaran,4123593095,816728,1080,14624,4939,13694,100532,5494,45,"[5494, 39, 46, 243, 874, 4292]",False,False,False,False,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/b43960d180cb4bd516abd3f072b15b01_tn,Shopee Regular Seller,Kota Surabaya,7370,https://shopee.co.id/insole-bantalan-sepatu-pengganjal-ganjelan-sepatu-longgar-kebesaran-i.816728.4123593095,107778880,7959600,4.7,4292,39,0.3756838074,0.007098653076,shopee,2021-10-22 0:00:00
TERMURAH FULL INSOLE SEPATU WANITA SHOE PAD GANJALAN SEPATU - GRATIS HADIAH,6781533663,816728,940,6133,1687,17954,100532,1889,0,"[1889, 12, 10, 57, 287, 1523]",False,False,False,False,Sepatu Wanita,Aksesoris & Perawatan Sepatu,https://cf.shopee.co.id/file/906889d842247dc4cd7d9254767cfed5_tn,Shopee Regular Seller,Kota Surabaya,4900,https://shopee.co.id/termurah-full-insole-sepatu-wanita-shoe-pad-ganjalan-sepatu-gratis-hadiah-i.816728.6781533663,30051700,4606000,4.7,1523,12,0.3080058699,0.006352567496,shopee,2021-10-22 0:00:00
Sepatu Docmart Wanita / Sepatu Wanita Denise / Sepatu Wanita Terbaru 2021 / Bisa Cod,11210795555,6253819,213,1324,3499,37855,100532,675,44,"[675, 5, 4, 25, 98, 543]",False,False,False,False,Sepatu Wanita,Boots,https://cf.shopee.co.id/file/cefa339d6541687bdb6a765467f1f9d9_tn,Shopee Regular Seller,Kota Bandung,55555,https://shopee.co.id/sepatu-docmart-wanita-sepatu-wanita-denise-sepatu-wanita-terbaru-2021-bisa-cod-i.6253819.11210795555,73554820,11833215,4.7,543,5,0.5098187311,0.007407407407,shopee,2021-10-22 0:00:00
docmart g_tsel /Sepatu Docmart Wanita/sepatu loafers wanita/terlaris/bestseller/[BISA COD],703338484,6253819,851,21015,42696,127471,100532,11066,36,"[11070, 64, 73, 345, 1712, 8876]",False,False,False,True,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/82fa57b3acbeb0327c8ea49503db6ed8_tn,Shopee Regular Seller,Kota Bandung,51115,https://shopee.co.id/docmart-g-tsel-sepatu-docmart-wanita-sepatu-loafers-wanita-terlaris-bestseller-bisa-cod-i.6253819.703338484,1074181725,43498865,4.7,8876,64,0.5265762551,0.005783480933,shopee,2021-10-22 0:00:00
Sepatu docmart SANY / sepatu loafers wanita / sepatu fashion wanita / bisa cod / sepatu wanita,1348539738,6253819,442,14326,22990,59209,100532,7883,35,"[7886, 53, 47, 253, 1248, 6285]",False,False,False,True,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/d9b639acf6e8ab8f3ba6d9cc0d611d32_tn,Shopee Regular Seller,Kota Bandung,52225,https://shopee.co.id/sepatu-docmart-sany-sepatu-loafers-wanita-sepatu-fashion-wanita-bisa-cod-sepatu-wanita-i.6253819.1348539738,748175350,23083450,4.7,6285,53,0.5502582717,0.006723328682,shopee,2021-10-22 0:00:00
Sepatu Docmart Wanita Basic / Sepatu Loafers Wanita Terbaru Terlaris / Sepatu Cewek / Bisa COD,1290376528,6253819,323,17308,40039,46187,100532,9428,45,"[9434, 62, 52, 355, 1551, 7414]",False,False,False,True,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/4847fceab2685bd8d7eaed3c2aeb72de_tn,Shopee Regular Seller,Kota Bandung,51115,https://shopee.co.id/sepatu-docmart-wanita-basic-sepatu-loafers-wanita-terbaru-terlaris-sepatu-cewek-bisa-cod-i.6253819.1290376528,884698420,16510145,4.7,7414,62,0.544719205,0.006576156131,shopee,2021-10-22 0:00:00
Sepatu Wanita / Sepatu Loafers Wanita /  Docmart bella,4900488354,6253819,256,6847,18575,44823,100532,3853,45,"[3853, 20, 21, 124, 641, 3047]",False,False,False,False,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/42e214482c77421826882db47d112fcc_tn,Shopee Regular Seller,Kota Bandung,53350,https://shopee.co.id/sepatu-wanita-sepatu-loafers-wanita-docmart-bella-i.6253819.4900488354,365287450,13657600,4.7,3047,20,0.5627282021,0.005190760446,shopee,2021-10-22 0:00:00
Sepatu Wanita / Sepatu Loafers Wanita / Sepatu Docmart Slavina / Bisa COD,2362469407,6253819,232,3419,5972,28448,100532,1891,34,"[1891, 3, 12, 60, 291, 1525]",False,False,False,False,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/80fbf55000435f1f6bc2d86aff0733f5_tn,Shopee Regular Seller,Kota Bandung,52225,https://shopee.co.id/sepatu-wanita-sepatu-loafers-wanita-sepatu-docmart-slavina-bisa-cod-i.6253819.2362469407,178557275,12116200,4.8,1525,3,0.5530856976,0.001586462189,shopee,2021-10-22 0:00:00
docmart momo / sepatu wanita / sepatu loafers wanita / bisa bayar di tempat (cod) / #fashionshoes,1348535224,6253819,215,2600,4908,26379,100532,1368,34,"[1368, 11, 10, 57, 193, 1097]",False,False,False,True,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/8dc4b0180c8499ad5138590e42f09ea0_tn,Shopee Regular Seller,Kota Bandung,52800,https://shopee.co.id/docmart-momo-sepatu-wanita-sepatu-loafers-wanita-bisa-bayar-di-tempat-cod-fashionshoes-i.6253819.1348535224,137280000,11352000,4.7,1097,11,0.5261538462,0.008040935673,shopee,2021-10-22 0:00:00
11.11 Big Sale / Sepatu loafers wanita / Docmart MELAN / Sepatu Wanita / Bisa Cod,1904221472,6253819,196,4506,19076,38052,100532,2483,42,"[2483, 18, 23, 108, 430, 1904]",False,False,False,False,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/e1d59ab7da2154dfa9f7dc95a575eea6_tn,Shopee Regular Seller,Kota Bandung,52225,https://shopee.co.id/11-11-big-sale-sepatu-loafers-wanita-docmart-melan-sepatu-wanita-bisa-cod-i.6253819.1904221472,235325850,10236100,4.7,1904,18,0.5510430537,0.007249295207,shopee,2021-10-22 0:00:00
Sepatu Docmart syanaz / Sepatu Loafers Wanita / Sepatu Wanita Fashion Korea Trending / Bisa COD,2472699826,6253819,157,4985,15955,21077,100532,2556,34,"[2556, 6, 13, 57, 307, 2173]",False,False,False,False,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/c54feb89170826e31822553af8a0ed23_tn,Shopee Regular Seller,Kota Bandung,52225,https://shopee.co.id/sepatu-docmart-syanaz-sepatu-loafers-wanita-sepatu-wanita-fashion-korea-trending-bisa-cod-i.6253819.2472699826,260341625,8199325,4.8,2173,6,0.5127382146,0.00234741784,shopee,2021-10-22 0:00:00
Sepatu Wanita / Docmart slofy / Sepatu Loafers Wanita / Bisa Bayar Di Tempat (Cod),1445429040,6253819,133,4714,12680,19707,100532,2520,39,"[2521, 22, 9, 71, 380, 2039]",False,False,False,True,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/49e26630aa22d346544383c1e7bcaabc_tn,Shopee Regular Seller,Kota Bandung,52225,https://shopee.co.id/sepatu-wanita-docmart-slofy-sepatu-loafers-wanita-bisa-bayar-di-tempat-cod-i.6253819.1445429040,246188650,6945925,4.7,2039,22,0.5345778532,0.00873015873,shopee,2021-10-22 0:00:00
lonceng docmart/sepatu loafers wanita/Sepatu Docmart Wanita/terlaris/bestseller/(BISA COD),1061669130,6253819,83,6492,8931,11779,100532,3670,47,"[3671, 45, 43, 143, 608, 2832]",False,False,False,True,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/9bbafd5533620ed75622e084925e02b2_tn,Shopee Regular Seller,Kota Bandung,52225,https://shopee.co.id/lonceng-docmart-sepatu-loafers-wanita-sepatu-docmart-wanita-terlaris-bestseller-bisa-cod-i.6253819.1061669130,339044700,4334675,4.7,2832,45,0.5653111522,0.01226158038,shopee,2021-10-22 0:00:00
Sepatu Docmart  Basic / Sepatu wanita Loafers Trending / Sepatu Wanita / Bisa Bayar di Tempat(cod),2099178407,6291293,437,2366,4799,41542,100532,1195,30,"[1195, 8, 6, 57, 192, 932]",False,False,False,False,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/16e49b2ebb6a5523e478e0e509797ac8_tn,Shopee Regular Seller,Kota Bandung,52500,https://shopee.co.id/sepatu-docmart-basic-sepatu-wanita-loafers-trending-sepatu-wanita-bisa-bayar-di-tempat-cod-i.6291293.2099178407,124215000,22942500,4.7,932,8,0.5050718512,0.006694560669,shopee,2021-10-22 0:00:00
Sepatu Wanita / Sepatu Docmart Wanita Fashion Korea Terbaru / Bisa Cod,13300990615,6291293,74,100,205,9659,100532,45,45,"[45, 2, 2, 0, 11, 30]",False,False,False,False,Sepatu Wanita,Loafers & Boat Shoes,https://cf.shopee.co.id/file/09f965fb00e384cc9feef33b187c838b_tn,Shopee Regular Seller,Kota Bandung,54445,https://shopee.co.id/sepatu-wanita-sepatu-docmart-wanita-fashion-korea-terbaru-bisa-cod-i.6291293.13300990615,5444500,4028930,4.4,30,2,0.45,0.04444444444,shopee,2021-10-22 0:00:00
Sepatu docmart Wanita / Sepatu casual Wanita -Vhm210 / Sepatu Wanita Fashion Korea Trending,3615348539,6291293,364,2067,6602,29978,100532,1120,41,"[1120, 3, 4, 34, 180, 899]",False,False,False,False,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/42e214482c77421826882db47d112fcc_tn,Shopee Regular Seller,Kota Bandung,52500,https://shopee.co.id/sepatu-docmart-wanita-sepatu-casual-wanita-vhm210-sepatu-wanita-fashion-korea-trending-i.6291293.3615348539,108517500,19110000,4.8,899,3,0.541848089,0.002678571429,shopee,2021-10-22 0:00:00
DOCMART PITA / SEPATU WANITA TERLARIS / SEPATU WANITA / BISA COD,1059312361,6291293,361,6530,6509,17256,100532,1737,30,"[1737, 12, 18, 54, 270, 1383]",False,False,False,True,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/b3e10ab2d6a0e8c0a49ee121c323c2c8_tn,Shopee Regular Seller,Kota Bandung,52500,https://shopee.co.id/docmart-pita-sepatu-wanita-terlaris-sepatu-wanita-bisa-cod-i.6291293.1059312361,342825000,18952500,4.7,1383,12,0.2660030628,0.006908462867,shopee,2021-10-22 0:00:00
Sepatu Wanita / Sepatu Docmart Wanita Terbaru / Sepatu Oxford Wanita Korea Croco / Sepatu Denise,7292127139,6291293,246,445,843,20400,100532,205,46,"[205, 2, 3, 9, 33, 158]",False,False,False,False,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/bebf113993f4332068c11f6af019cfb6_tn,Shopee Regular Seller,Kota Bandung,53335,https://shopee.co.id/sepatu-wanita-sepatu-docmart-wanita-terbaru-sepatu-oxford-wanita-korea-croco-sepatu-denise-i.6291293.7292127139,23734075,13120410,4.7,158,2,0.4606741573,0.009756097561,shopee,2021-10-22 0:00:00
Sepatu Oxford Wanita - Sepatu Docmart BTS Terlaris - Bisa Bayar Di Tempat(COD),3214378183,6291293,195,1557,2755,9988,100532,924,41,"[924, 5, 3, 32, 139, 745]",False,False,False,False,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/7b779d2a45becd54a4b53296afa6aeff_tn,Shopee Regular Seller,Kota Bandung,52500,https://shopee.co.id/sepatu-oxford-wanita-sepatu-docmart-bts-terlaris-bisa-bayar-di-tempat-cod-i.6291293.3214378183,81742500,10237500,4.7,745,5,0.5934489403,0.005411255411,shopee,2021-10-22 0:00:00
"Sepatu Low Boots Docmart Wanita
[BISA COD]/sepatu wanita hitam terlaris 2020/sepatu fashion wanita",7240632592,6291293,179,1241,1325,6104,100532,672,47,"[672, 5, 6, 18, 101, 542]",False,False,False,False,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/a16d18525e13e032661404f4049a5681_tn,Shopee Regular Seller,Kota Bandung,52500,"https://shopee.co.id/sepatu-low-boots-docmart-wanita
-bisa-cod-sepatu-wanita-hitam-terlaris-2020-sepatu-fashion-wanita-i.6291293.7240632592",65152500,9397500,4.7,542,5,0.5414987913,0.00744047619,shopee,2021-10-22 0:00:00
SEPATU WANITA MURAH SNEAKERS SONG HYE KYO DOTS PRO STARS HITAM COKELAT MUDA TERHITS P1M0 CALM CANTIK,7740637817,6291293,150,1010,3106,11636,100532,501,52,"[501, 0, 6, 14, 70, 411]",False,False,False,False,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/828005f4caa080023e8bcce30c4c71ff_tn,Shopee Regular Seller,Kota Bandung,52500,https://shopee.co.id/sepatu-wanita-murah-sneakers-song-hye-kyo-dots-pro-stars-hitam-cokelat-muda-terhits-p1m0-calm-cantik-i.6291293.7740637817,53025000,7875000,4.8,411,0,0.496039604,0,shopee,2021-10-22 0:00:00
DOCMART GESPER/ SEPATU WANITA TERLARIS / SEPATU DOKMAR WANITA / COD,8918492669,6291293,87,547,2798,5808,100532,312,46,"[312, 3, 0, 3, 36, 270]",False,False,False,False,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/f937f579cb3c7b6311762e77122e7557_tn,Shopee Regular Seller,Kota Bandung,52500,https://shopee.co.id/docmart-gesper-sepatu-wanita-terlaris-sepatu-dokmar-wanita-cod-i.6291293.8918492669,28717500,4567500,4.8,270,3,0.5703839122,0.009615384615,shopee,2021-10-22 0:00:00
Docmart slofy / sepatu docmart wanita / sepatu dokmar wanita / Sepatu Wanita [BISA COD],1703689713,6291293,78,1085,3678,7025,100532,618,38,"[618, 0, 5, 20, 96, 497]",False,False,False,False,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/674c3a6189f73ecbc22444f483872cb1_tn,Shopee Regular Seller,Kota Bandung,52500,https://shopee.co.id/docmart-slofy-sepatu-docmart-wanita-sepatu-dokmar-wanita-sepatu-wanita-bisa-cod-i.6291293.1703689713,56962500,4095000,4.8,497,0,0.5695852535,0,shopee,2021-10-22 0:00:00
Sepatu Dokmar Wanita Lesti / Sepatu Oxford Wanita Fashion Korean Style Terbaru / Bisa COD,9315266393,6291293,60,560,4932,6661,100532,307,47,"[307, 2, 5, 10, 39, 251]",False,False,False,False,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/2295e3d55d69bc99ba066467cf73c4dc_tn,Shopee Regular Seller,Kota Bandung,53335,https://shopee.co.id/sepatu-dokmar-wanita-lesti-sepatu-oxford-wanita-fashion-korean-style-terbaru-bisa-cod-i.6291293.9315266393,29867600,3200100,4.7,251,2,0.5482142857,0.00651465798,shopee,2021-10-22 0:00:00
Sepatu oxford Wanita - Sepatu Docmart Lonceng Tassel Hot Item - Bisa Bayar Di Tempat(COD),1059300505,6291293,36,357,513,1892,100532,208,30,"[208, 1, 1, 13, 28, 165]",False,False,False,True,Sepatu Wanita,Sepatu Oxford,https://cf.shopee.co.id/file/e99888acd4985146fc259cb98724d30f_tn,Shopee Regular Seller,Kota Bandung,52500,https://shopee.co.id/sepatu-oxford-wanita-sepatu-docmart-lonceng-tassel-hot-item-bisa-bayar-di-tempat-cod-i.6291293.1059300505,18742500,1890000,4.7,165,1,0.5826330532,0.004807692308,shopee,2021-10-22 0:00:00
PROMO 11.11 SALE  Sneakers Wanita RI 08,4417514672,8938041,2744,62214,15368,105435,100532,15619,80,"[15619, 1002, 580, 1804, 2884, 9349]",False,False,False,False,Sepatu Wanita,Sneakers,https://cf.shopee.co.id/file/ceb68d23f759150a3012f1f42e9fff4a_tn,Shopee Regular Seller,Kota Depok,19800,https://shopee.co.id/promo-11-11-sale-sneakers-wanita-ri-08-i.8938041.4417514672,1231837200,54331200,4.2,9349,1002,0.2510528177,0.06415263461,shopee,2021-10-22 0:00:00
PROMO 11.11 SALE   FLATSHOES DAFF 01,2843519692,8938041,5245,204129,55874,238537,100532,68249,87,"[68248, 1096, 911, 3594, 10691, 51956]",False,False,False,False,Sepatu Wanita,Sepatu Flat,https://cf.shopee.co.id/file/1d3d7ad5063e0d100f2679d5ee3d3b96_tn,Shopee Regular Seller,Kota Depok,12999,https://shopee.co.id/promo-11-11-sale-flatshoes-daff-01-i.8938041.2843519692,2653472871,68179755,4.6,51956,1096,0.3343424991,0.01605884335,shopee,2021-10-22 0:00:00
RS 36 FLATSHOES TALI KARET SANIA,4489989740,8938041,3153,8680,6617,278835,100532,3004,75,"[3004, 73, 57, 259, 559, 2056]",False,False,False,False,Sepatu Wanita,Sepatu Flat,https://cf.shopee.co.id/file/00de79bc2ed9286ed1e33c67f67f8cfc_tn,Shopee Regular Seller,Kota Depok,25000,https://shopee.co.id/rs-36-flatshoes-tali-karet-sania-i.8938041.4489989740,217000000,78825000,4.5,2056,73,0.3460829493,0.02430093209,shopee,2021-10-22 0:00:00
DAFF 70 SEPATU FLATSHOES PRINCES,9135251715,8938041,2844,13488,3567,99826,100532,4541,86,"[4541, 107, 77, 299, 779, 3279]",False,False,False,False,Sepatu Wanita,Sepatu Flat,https://cf.shopee.co.id/file/b1f3eddd51fc993d0a80929fe14ffc18_tn,Shopee Regular Seller,Kota Depok,13999,https://shopee.co.id/daff-70-sepatu-flatshoes-princes-i.8938041.9135251715,188818512,39813156,4.6,3279,107,0.3366696323,0.02356309183,shopee,2021-10-22 0:00:00
DAFF 64 FLATSHOES LOVE AURA,9516061156,8938041,2521,8901,4432,128515,100532,3157,87,"[3157, 134, 80, 285, 638, 2020]",False,False,False,False,Sepatu Wanita,Sepatu Flat,https://cf.shopee.co.id/file/a28031808de1ee68f68433c39bbb0a73_tn,Shopee Regular Seller,Kota Depok,13000,https://shopee.co.id/daff-64-flatshoes-love-aura-i.8938041.9516061156,115713000,32773000,4.4,2020,134,0.3546792495,0.04244535952,shopee,2021-10-22 0:00:00
PROMO 11.11 SALE   DAFF 02 FLATSHOES,2843563627,8938041,2224,87915,23292,125306,100532,30893,87,"[30894, 571, 450, 1864, 5060, 22949]",False,False,False,False,Sepatu Wanita,Sepatu Flat,https://cf.shopee.co.id/file/48aa16723fa8d6ab97c18d2293d8a333_tn,Shopee Regular Seller,Kota Depok,12999,https://shopee.co.id/promo-11-11-sale-daff-02-flatshoes-i.8938041.2843563627,1142807085,28909776,4.6,22949,571,0.351396235,0.01848315152,shopee,2021-10-22 0:00:00
IDN 10 SEPATU FLATSHOES PITA MELISSA,8428959719,8938041,1086,5395,2725,40705,100532,1799,72,"[1799, 72, 40, 188, 343, 1156]",False,False,False,False,Sepatu Wanita,Sepatu Flat,https://cf.shopee.co.id/file/7c49b87fd9037457844c987d7e473ed2_tn,Shopee Regular Seller,Kota Depok,13999,https://shopee.co.id/idn-10-sepatu-flatshoes-pita-melissa-i.8938041.8428959719,75524605,15202914,4.4,1156,72,0.3334569045,0.04002223457,shopee,2021-10-22 0:00:00
RS 40 FLATSHOES PITA LILIT,10806770518,8938041,1056,4078,2910,57610,100532,1653,75,"[1653, 28, 16, 109, 269, 1231]",False,False,False,False,Sepatu Wanita,Sepatu Flat,https://cf.shopee.co.id/file/058e5f1385547b81c371968b4f44426d_tn,Shopee Regular Seller,Kota Depok,25000,https://shopee.co.id/rs-40-flatshoes-pita-lilit-i.8938041.10806770518,101950000,26400000,4.6,1231,28,0.4053457577,0.01693889897,shopee,2021-10-22 0:00:00
SGC 37 FLIPFLOP GC SLOP,7213323527,8938041,999,17302,2899,17816,100532,5745,90,"[5745, 243, 184, 570, 1011, 3737]",False,False,False,False,Sepatu Wanita,"Slip Ons, Mary Janes & Mules",https://cf.shopee.co.id/file/66c855af06c1ff9b934315fbffd6feb9_tn,Shopee Regular Seller,Kota Depok,9999,https://shopee.co.id/sgc-37-flipflop-gc-slop-i.8938041.7213323527,173002698,9989001,4.4,3737,243,0.3320425384,0.04229765013,shopee,2021-10-22 0:00:00
AFC 02 HILSS HAK TAHU,5305308323,8938041,1981,37632,28770,82886,100532,14420,75,"[14420, 302, 265, 887, 2577, 10389]",False,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/f62d357caa20714ab3977875f6520a3b_tn,Shopee Regular Seller,Kota Depok,25500,https://shopee.co.id/afc-02-hilss-hak-tahu-i.8938041.5305308323,959616000,50515500,4.6,10389,302,0.3831845238,0.02094313454,shopee,2021-10-22 0:00:00
J 10 HAK TAHU FANIA,9382794164,8938041,808,1483,1017,31977,100532,480,62,"[480, 10, 2, 13, 63, 392]",False,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/e9ab31c9419a12a3adaabc312ccd0d13_tn,Shopee Regular Seller,Kota Depok,38000,https://shopee.co.id/j-10-hak-tahu-fania-i.8938041.9382794164,56354000,30704000,4.7,392,10,0.3236682401,0.02083333333,shopee,2021-10-22 0:00:00
IP 14 HAK TAHU 5 CM SOL KARET,3778911804,8938041,770,5615,4707,46588,100532,2246,70,"[2246, 86, 58, 255, 432, 1415]",False,False,False,False,Sepatu Wanita,Heels,https://cf.shopee.co.id/file/af61f8ab49ae2c650be401e221c19623_tn,Shopee Regular Seller,Kota Depok,30000,https://shopee.co.id/ip-14-hak-tahu-5-cm-sol-karet-i.8938041.3778911804,168450000,23100000,4.3,1415,86,0.4,0.03829029386,shopee,2021-10-22 0:00:00
PROMO 11.11SALE     SGC 56 WEDGES SPON,4662632569,8938041,3339,42199,5203,36368,100532,9887,87,"[9887, 233, 149, 724, 1673, 7108]",False,False,False,False,Sepatu Wanita,Wedges,https://cf.shopee.co.id/file/8f40e2483104c1023ec1d798d6c8a04c_tn,Shopee Regular Seller,Kota Depok,13000,https://shopee.co.id/promo-11-11sale-sgc-56-wedges-spon-i.8938041.4662632569,548587000,43407000,4.5,7108,233,0.2342946515,0.02356629918,shopee,2021-10-22 0:00:00
